company,title,location,description,date,link,employees
BigID,Full Stack Engineer,"Tel Aviv-Yafo, Tel Aviv District, Israel","Who we are:BigID is an innovative tech startup that focuses on solutions for data security, compliance, privacy, and governance. We're leading the market in all things data: helping our customers reduce risk, drive business innovation, achieve compliance, build customer trust, make better decisions, and get more value from their data.We are building a global team passionate about innovation and next-gen technology. BigID has been recognized for:BigID Named Hot Company in Artificial Intelligence and Machine Learning at the 2024 Global InfoSec AwardsCitizens JMP Cyber 66 List of Hottest Privately Held Cybersecurity CompaniesCRN 100 list named BIgID as one of the 20 Coolest Identity Access Management And Data Protection Companies Of 2024 (2 years running)DUNS 100 Best Tech Companies to Work For in 2024Top 3 Big Data and AI Vendors to Watch' in the 2023 BigDATAwire Readers and Editors Choice Awards.At BigID, our team is the foundation of our success. Join a people-centric culture that is fast-paced and rewarding: you’ll have the opportunity to work with some of the most talented people in the industry who value innovation, diversity, integrity, and collaboration.Who we seek:We’re looking for a highly motivated and talented Full Stack Engineer to join our Growth team. As a Full Stack Engineer, you’ll be responsible for driving the design and development of new features that enhance user experience and accelerate value delivery from the BigID application. Our ideal candidate is someone who strives for excellence and has hands-on development experience.What you’ll do:Design logical solutions to complex challenges for our customers who are among the most successful enterprises in the worldWrite high-quality code, covered by solid unit and integration testsMake informed technological and architectural decisions while introducing new technologies and practicesReview the design and code for other team membersWhat you’ll bring:BS.c / BA in Computer Science (or other relevant degrees)At least 3 years of experience with modern software languages (at least one of which should be NodeJs, Java, Python, or similar languages)Hands-on experience and knowledge in Front End codeStrong knowledge of NoSQL DatabasesExcellent understanding of modern distributed cloud application architecture and designAbility and desire to work in a fast-paced, dynamic, Agile, highly committed, startup environmentA team player attitude and the ability to collaborate effectively are prerequisitesEssential to this role is a demonstrated drive to excel and leadAdvantages:Hands-on experience and knowledge with ReactExperience with MongoDBA love of building projects and analyzing the usage and value they bring to customers in production – that’s a big win!Exceptional achievements in competitive/endurance fields, receipt of special awards, and success in any field are significant advantagesWhat’s in it for you?!Our people are the foundation of our success, and we prioritize offering a wide range of benefits that make our team happier and healthier.Equity participation - everyone shares in our successFlexible work arrangements - for parents, for remote workdays, etc.Office perks: dog-friendly environment, fully stocked fridge, gym, and exercise classes, weekly Happy Hours, free parking, evening mealsKnowledge training & Career development tracksOur Values:We look for people who embody our values - Care, Do, Try & Shine.Care - We care about our customers and each otherDo - We do what it takes to make a positive impactTry - We try our best and we don’t give upShine - We shine and make it our mission to always stand outBigDiversity: We’re committed to creating a culture of inclusion, diversity, and equality – across race, gender, sexuality, disability, and neurodiversity – where innovation and growth thrive, every voice is heard, and everybody belongs. Learn more about us here.CPRA Employee Privacy Notice: CA BigID is an E-Verify Participant.                                                                         Show less",1 day ago,https://il.linkedin.com/jobs/view/full-stack-engineer-at-bigid-3952381468?position=11&pageNum=0&refId=bbEf%2BHUxR8a%2F8t3tXLIfXg%3D%3D&trackingId=CWLdCDRmeenuvBqIp%2F0%2FPA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Blockaid,Backend Engineer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/backend-engineer-at-blockaid-3972004952?position=13&pageNum=0&refId=bbEf%2BHUxR8a%2F8t3tXLIfXg%3D%3D&trackingId=rQag7d0w%2FLrU3KNLn%2Fae0g%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
GoPerfect,Full Stack Engineer,"Tel Aviv District, Israel",,52 minutes ago,https://il.linkedin.com/jobs/view/full-stack-engineer-at-goperfect-3931491440?position=21&pageNum=0&refId=bbEf%2BHUxR8a%2F8t3tXLIfXg%3D%3D&trackingId=cu5D5mADg8Cts6bi2WGXQg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Shavit Software,Java Developer,"Tel Aviv District, Israel","Shavit is looking for a talented Java Developer!Job Description:-Infrastructural and application of complex systems, management of open environments and creation, establishment, management and maintenance of server farms.-Development of complex systems using Java Spring FW.-Infrastructure development in JAVA-Working with MicroservicesRequirements:- Experience with Java- 3 Years minimum- Must- HO Experience with the following technologies: Rest API ,Spring Boot- MUST!Join Our Amazing Team!                                                                         Show less",1 day ago,https://il.linkedin.com/jobs/view/java-developer-at-shavit-software-3970868301?position=33&pageNum=0&refId=bbEf%2BHUxR8a%2F8t3tXLIfXg%3D%3D&trackingId=VbGCAP%2BQhxdGE8cx1Gj7sA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Veev,Backend Developer,"Tel Aviv-Yafo, Tel Aviv District, Israel","DigitalOps is seeking a Backend Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front end.Job Duties and Responsibilities:Integration of user-facing elements developed by front-end developers with server-side logic.Writing reusable, testable, and efficient code.Design and implementation of low-latency, high-availability, and performant applications.Implementation of security and data protection.Integration of data storage solutions.Requirements, Knowledge, and Experience:Proven experience as a Backend Developer or similar role (3+ years).Bachelor's degree in Computer Science, Engineering, or related field.Strong proficiency with backend programming languages - Node.js - Must.Understanding of Node.js and frameworks available for it (such as Express, StrongLoop).Good understanding of server-side templating languages.Basic understanding of front-end technologies, such as HTML5, and CSS3.Cloud development experience using AWS & ServerlessExperience with databases (e.g., PostgreSQL, MySQL, MongoDB), web servers.Understanding of accessibility and security compliance.User authentication and authorization between multiple systems, servers, and environments.Integration of multiple data sources and databases into one system.Management of the hosting environment, including database administration and scaling an application to support load changes.Exceptional proficiency in writing and speaking English.                                                                         Show less",1 day ago,https://il.linkedin.com/jobs/view/backend-developer-at-veev-3972066427?position=37&pageNum=0&refId=bbEf%2BHUxR8a%2F8t3tXLIfXg%3D%3D&trackingId=1LiFTnInvxJn%2FcZSFsl9Gg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Stampli,Backend Engineer,"Tel Aviv-Yafo, Tel Aviv District, Israel","We are looking for talented and motivated engineers to join our team here at Stampli who can hit the ground running and take our product to the next level, as we scale up and develop our business in our target markets.The Engineers who are building our product work across the stack, always willing to go the extra mile to deliver the highest quality software.As a developer for Stampli, you are building the technology today that will redefine the way companies communicate internally and with each other about their business transactionsWe are located in Tel Aviv next to Azrieli Center.About The Role:Be a part of the ERP department, a major pillar of the product growth.Develop Stampli’s solution for different customer environmentsTake ownership over tasks timelines and deliverables.Help scale the product and build out new features.Grow with the company.Agile thinkingFast pace context switchesCustomer oriented tasksWork on quick deliverables for production Ability to work with many unknownsRequirements:Requirements:6-7 years experience developing with Java/ C# – MustCloud experience with AWS – AdvantageTeam player – Be able to work in a fast-paced environment while interacting with other developersSelf-learner – Ability to take on new technologies, research and implement new solutions                                                                         Show less",10 hours ago,https://il.linkedin.com/jobs/view/backend-engineer-at-stampli-3972967626?position=38&pageNum=0&refId=bbEf%2BHUxR8a%2F8t3tXLIfXg%3D%3D&trackingId=lqVJ6%2BPgl9XJvT0EUN0Emw%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
QPoint Technologies,Web Application Developer,"Bnei Brak, Tel Aviv District, Israel","לחברה גדולה במרכז דרוש/ה מפתח/ת אפליקציות WEB מנוסה להצטרפות לצוות פיתוח מתקדם. במסגרת התפקיד אחריות על פיתוח אתרי אינטרנט חיצוניים ורספונסיביים, אפליקציות מובייל ומערכות על בסיס .NET Core. התפקיד כולל עבודה בטכנולוגיות מתקדמות ופיתוח עבור ארגונים גדולים.דרישות:לפחות 5 שנות ניסיון בפיתוח אפליקציות WEB.ניסיון משמעותי בפיתוח אתרי אינטרנט חיצוניים ורספונסיביים בסביבת .NET Core.ניסיון של לפחות 4 שנים בפיתוח בטכנולוגיות React JS.ניסיון מוכח בפיתוח אפליקציות מורכבות למובייל ו-WEB.טכנולוגיות וכלים:ידע מעמיק וניסיון בפיתוח ב-.NET Core.ניסיון בעבודה עם מסדי נתונים SQL Server, לפחות גרסה 2019.שליטה בטכנולוגיות: React JS, React Native, Redux, bootstrap.ניסיון בעבודה בסביבות WEB כגון: CSS3, HTML5, AJAX, jQuery.עבודה בסביבת TFS לניהול משימות וגרסאות, והיכרות עם Git.היכרות וניסיון בסביבת Azure Devops Portal.כישורים נוספים:ניסיון בעבודה בצוות Scrum.עדיפות לבעלי ניסיון בפיתוח UI עשיר.ניסיון בפיתוח עבור ארגונים גדולים (מעל 10 שנות אדם).יתרון משמעותי:מועמדים עם ניסיון של מעל 4 שנים בטכנולוגיות רלוונטיות לפיתוח WEB ומובייל.ניסיון בעבודה בסביבות ענן ובניהול גרסאות באמצעות Azure Devops Portal.מועמדים עם ניסיון משמעותי בפיתוח בסביבות המתוארות לעיל.                                                                         Show less",1 day ago,https://il.linkedin.com/jobs/view/web-application-developer-at-qpoint-technologies-3970667351?position=49&pageNum=0&refId=bbEf%2BHUxR8a%2F8t3tXLIfXg%3D%3D&trackingId=ZBylBbrGjA6lO1G0j6QK1Q%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Cato Networks,Software Engineer (C) - Platform and Performance,"Tel Aviv District, Israel","Welcome to the future of cloud networking and security! Cato Networks is the first company to converge enterprise networking and security into one centralized and global service that is delivered by cloud. Cato’s unique technology inspired a brand-new product category, later named “SASE” by Gartner.Cato is the brainchild of networking and security pioneers Shlomo Kramer (Check Point, Imperva) and Gur Shatz (Incapsula.) Cato Networks has raised $773 million dollars since 2015, achieving Centaur status with $100M+ in ARR, and a valuation of $3 billion dollars.This is your opportunity to get on the rocket ship and join a company that is building a cutting-edge enterprise network and secure cloud platform and is on a fast track to becoming the worldwide market leader – don’t miss it!We’re looking for a bright and passionate Senior Software Engineer to join our R&D Core team. In this critical role, you will design and develop solutions for in-house operating systems and platforms building our backbone cloud data centers and our edge on-prem devices. Cato solutions are running on a variety of hardware, ranging from small, embedded devices, to high-end servers, and cloud environments.ResponsibilitiesDesign and implement operating system utilities and components to ensure a performant, stable, secure, maintainable, and transparent ecosystem in our cloud Proactively be on top of new emerging technological trends in low-level networking, hardware, kernel, and open-source themes. Implement and specialize in open-source solutions to specific Cato needs. Investigate and test performance capabilities aiming at “squeezing the lemon” out of our hardware RequirementsAt least 6 years of experience as a hands-on senior software developer of a large-scale network or security solution. In-depth knowledge of Networking, Network Protocols and EnvironmentStrong proficiency with C in a multithreaded environmentExperience in integration with open-source software and packagesExperience with implementing new hardware solutions and the ability to consume programmers guides and specsDeep working knowledge with Linux systems, utilities, customizability options, and deep understanding of kernel internals, hardware-software interface, and system resource management Passionate about demystifying performance, and the system internals from smallest Makefile flags and bios configurations and up to holistic integrated solutions with many moving parts Expert in designing and building highly scalable services, particularly in SMP environments A team player with excellent collaboration and communication skills Ability to learn new material and be the pioneer of new technology introduced and adopted by Cato                                                                         Show less",1 day ago,https://il.linkedin.com/jobs/view/software-engineer-c-platform-and-performance-at-cato-networks-3970873616?position=8&pageNum=7&refId=60Ls5TyB%2BTT2Ebk6DDMOtg%3D%3D&trackingId=y0wAnHmrHmXAEChTHJVoWA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Dream,Backend Engineer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/backend-engineer-at-dream-3972080307?position=2&pageNum=0&refId=kXMj%2FkmSvRpdqmUbPZ2KGA%3D%3D&trackingId=ZdESpqsHFF0zYg9LO2z0qA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
COMDA,.NET Developer,"Tel Aviv District, Israel","Comda, a leading tech and cyber company, is seeking a skilled and experienced C# .NET Developer to join our dynamic team. The ideal candidate should possess a strong background in C# programming, with proficiency in Angular or React, MSSQL, and .NET Core technologies. As a C# .NET Developer at Comda, you will play a key role in developing and maintaining high-quality software solutions that drive our business forward.Responsibilities:Collaborate with cross-functional teams to analyze business requirements and design scalable software solutions.Develop, test, and maintain C# .NET applications using Angular or React frameworks.Design and implement database schemas, queries, and stored procedures using MSSQL.Write clean, maintainable, and efficient code adhering to coding standards and best practices.Troubleshoot and debug software issues to ensure optimal performance and reliability.Participate in code reviews and provide constructive feedback to peers.Stay updated with the latest technologies and industry trends to continuously improve skills and enhance software development processes.Requirements:Bachelor’s degree in Computer Science, Engineering, or related field, or equivalent experience.Minimum of 3 years of professional experience in C# .NET development.Proficiency in Angular or React frameworks for building modern web applications.Strong knowledge of MSSQL database design and development.Experience with .NET Core for building scalable and high-performance applications.Solid understanding of software development lifecycle and agile methodologies.Excellent problem-solving skills and attention to detail.Strong communication and teamwork skills.Ability to work independently and effectively manage time and workload.Preferred Qualifications:Tech Army graduate or relevant military experience.Experience with cloud platforms such as Azure or AWS.Familiarity with DevOps practices and tools for continuous integration and deployment.                                                                         Show less",6 hours ago,https://il.linkedin.com/jobs/view/net-developer-at-comda-3972373231?position=43&pageNum=0&refId=kXMj%2FkmSvRpdqmUbPZ2KGA%3D%3D&trackingId=Aq9xzdf7qFZvIIrB9fOMEQ%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
PwC | NEXT Technology Solutions,Software Engineer JB-316,"Tel Aviv-Yafo, Tel Aviv District, Israel",,7 hours ago,https://il.linkedin.com/jobs/view/software-engineer-jb-316-at-pwc-next-technology-solutions-3973114200?position=4&pageNum=2&refId=gAR%2Ffegj5sv0yKgPsdljrQ%3D%3D&trackingId=1Naqr%2F2Xhogtpnmmg9N%2FkA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Urban Recruits,Back End Developer,"Tel Aviv District, Israel","Job Description:Here's a unique chance to join a small, forward-thinking team that is at the forefront of designing and innovating the future of data products. Following our successful entry into the data market and rapid growth, we are expanding our next-generation product line and forming a new team of top talent to build it!Our upcoming suite of products, known as our ""Search"" products, will be deeply rooted in AI and LLM technologies, including GPT-based models. We utilize technologies such as Go, Python, NodeJS, MongoDB, Postgres, OpenAI, Langchain, Redis, and Opentelemetry, among others, deployed in a multi-cloud environment.In this role, you will contribute to designing, developing, and defining Search products, guiding them from initial concept through to full-scale production deployment. You will be part of a close-knit team of backend engineers, all dedicated to achieving the same objectives. Your role will significantly influence product and architectural decisions, working closely with the Product Manager, UX Designer, and other engineering teams.Job Requirements:Proficiency in Go, Python, or NodeJS is required (we expect strong candidates to have 6+ years of experience as Back-End engineers).Proven experience in designing and implementing large-scale applications in production environments.Strong understanding of the lifecycle and architecture of modern web applications.Demonstrated ability to independently design and architect back-end solutions from scratch.Experience with developing applications using LLMs is a plus.Ability to collaborate with other teams for product integration.Skills in analyzing and enhancing the efficiency, scalability, and stability of system components.Experience with API design and implementation.Fluency in written and spoken English.                                                                         Show less",4 hours ago,https://il.linkedin.com/jobs/view/back-end-developer-at-urban-recruits-3972634595?position=11&pageNum=0&refId=Shp%2FouAvX5M9rw%2B4KZRyFg%3D%3D&trackingId=qnw2DVBj2GCe8LUUY9FoYA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
PayEm,Full Stack Developer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/full-stack-developer-at-payem-3971046541?position=24&pageNum=0&refId=Shp%2FouAvX5M9rw%2B4KZRyFg%3D%3D&trackingId=hkdomxVTqj1B%2FSlDHpQVHQ%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
hms - Strategic Financial IT,Full Stack Engineer,"Center District, Israel","דרוש /ה מתכנת /ת # C מנוסה!חברת הייעוץ HMS מגייסת מתכנת/ת עם ניסיון מובהק ב# C לפרויקט מעניין ומאתגר.משרה מלאה באירפורט סיטי.דרישות:-8 שנות ניסיון כמפתח/ת פולסטאק-רמת ידע גבוהה מאוד וניסיון מובהק ב # C-ניסיון מובהק באנגולר (גרסא 8 לפחות)-יכולת כתיבת קוד נקי-ניסיון עם מסדי נתונים יחסיים (MS SQL, MySQL)-מתודולוגיית Agile-שליטה טובה בשפה האנגלית-ניסיון בשירותי ספקי ענן (Azure, AWS)-ניסיון עם Docker ו- Kubernetes                                                                         Show less",1 day ago,https://il.linkedin.com/jobs/view/full-stack-engineer-at-hms-strategic-financial-it-3971009406?position=49&pageNum=0&refId=Shp%2FouAvX5M9rw%2B4KZRyFg%3D%3D&trackingId=4RHJXKLqMQdKJbi5Qcobcw%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
